dept,number,name,section,term,credits,mode,instructor
AMCULT,333,Green Indigeneity,Section 001 (LEC),FA 2020,3,Online,"Najita,Susan Y"
AMCULT,342,History of the Family in the U.S.,Section 001 (LEC),FA 2020,4,Online,"Simmons,Lakisha M"
AMCULT,346,Media Matter: From Print to Screen Culture,Section 002 (SEM),FA 2020,3,Online,"Whitney,Tyler"
AMCULT,358,Topics in Digital Studies,"Section 004 (LEC) Hashtag Activism: Politics, Protests, and the Digital",FA 2020,3,Online,"Anderson,Sigrid Michelle"
AMCULT,366,Sex and Sexuality in U.S. Popular Culture,Section 001 (LEC),FA 2020,3,Person,"Mora,Anthony P"
AMCULT,371,"Sex and Gender in U.S. History, 1600-2015",Section 001 (LEC),FA 2020,3,Online,"Kelley,Mary C"
AMCULT,374,"The Politics and Culture of the ""Sixties""",Section 001 (LEC),FA 2020,4,Online,"Berrey,Stephen"
AMCULT,384,Islamophobia,Section 001 (LEC) Not a Phobia: Racializing Islam & Anti-Muslim Bias,FA 2020,3,Online,"Khalil,Nancy"
AMCULT,389,Reading Course in American Culture,Section 001 (IND),FA 2020,4,Person,
AMCULT,405,Topics in American Culture,Section 002 (SEM) Dancing Women/Dancing Queer,FA 2020,3,Online,"Croft,Clare Holloway"
AMCULT,420,Latin American & Latino/a Film Studies,Section 002 (REC) Cine Latinoamericano: Desplazamientos Y Movimientos Sociales,FA 2020,3,Online,"Herrero-Olaizola,Alejandro"
AMCULT,425,Feminist Practice of Oral History,Section 001 (SEM),FA 2020,3,Online,"Lawsin,Emily P"
AMCULT,461,"Language, Culture, and Society in Native North America",Section 001 (SEM),FA 2020,3,Person,"Meek,Barbra A"
AMCULT,498,Capstone Seminar in American Culture,Section 001 (SEM) Skin Deep: Race and Beauty in American Culture,FA 2020,4,Online,"Purkiss, Ava"
AMCULT,498,Capstone Seminar in American Culture,Section 006 (SEM) Indians and Empires,FA 2020,4,Person,"Witgen,Michael"
AMCULT,103,First Year Seminar in American Studies,Section 002 (SEM) American Musical Soundscapes in the 21st Century,FA 2020,3,Online,"Stillman,Amy K"
AMCULT,103,First Year Seminar in American Studies,Section 006 (SEM) Say it Loud: Black Culture in America,FA 2020,3,Online,"Berrey,Stephen"
AMCULT,204,Themes in American Culture,Section 001 (LEC) Early American Cultural History,FA 2020,3,Online,"Larson,Scott"
AMCULT,204,Themes in American Culture,Section 003 (LEC) Law and Border,FA 2020,3,Person,"Kawar,Leila C"
AMCULT,204,Themes in American Culture,Section 005 (LEC) Stereotypes in American Culture,FA 2020,3,Online,"Cable, Umayyah"
AMCULT,204,Themes in American Culture,Section 007 (LEC) Charting the African American Experience: Key Topics in African American History,FA 2020,3,Hybrid,"Lewis,Earl"
AMCULT,204,Themes in American Culture,Section 009 (LEC) Race and American Fiction,FA 2020,3,Online,"Cohen,Walter I"
AMCULT,205,American Cultures,Section 001 (LEC) The Italian Mafia,FA 2020,4,Online,"Mallette,Karla"
AMCULT,214,Introduction to Asian/Pacific American Studies,Section 001 (LEC),FA 2020,4,Online,"Shin,Kin-Yee Ian"
AMCULT,216,Introduction to American Muslims,Section 001 (LEC),FA 2020,3,Online,"Khalil,Nancy"
AMCULT,224,Spanish for Heritage Language Learners,Section 001 (REC),FA 2020,3,Online,"Galvan-Santibanez,Maria"
AMCULT,232,Native American Literature,Section 001 (LEC),FA 2020,3,Online,"Lyons,Scott Richard"
AMCULT,244,Art of the American Century (1893-1968),Section 001 (LEC),FA 2020,3,Online,"Zurier,Rebecca"
AMCULT,277,From Truman to Trump: Introduction to US-Korea Relations,Section 001 (LEC),FA 2020,4,Online,"Ryu,Youngju"
AMCULT,289,The United States in the World,Section 001 (LEC),FA 2020,3,Hybrid,"Shin,Kin-Yee Ian"
AMCULT,300,Practices of American Culture,Section 001 (LEC),FA 2020,3,Online,"Desai,Manan R"
AMCULT,301,Topics in American Culture,Section 002 (LEC) Media Activism,FA 2020,3,Online,"Cable, Umayyah"
AMCULT,301,Topics in American Culture,Section 013 (LEC) The Practice of Public History,FA 2020,2,Online,"Parker,Gregory"
AMCULT,310,Topics in Ethnic Studies,Section 001 (LEC) Filipino American Experience.,FA 2020,3,Online,"Lawsin,Emily P"
AMCULT,311,American Culture and the Humanities,Section 001 (LEC) Heroes and Superheroes in U.S. Popular Culture,FA 2020,3,Hybrid,"Mora,Anthony P"
AMCULT,311,American Culture and the Humanities,Section 003 (LEC) Heroes and Superheroes in U.S. Popular Culture,FA 2020,3,Online,"Mora,Anthony P"
AMCULT,311,American Culture and the Humanities,Section 006 (REC) Contemporary Muslim Literature,FA 2020,3,Online,"Khan,Aliyah R"
AMCULT,311,American Culture and the Humanities,"Section 008 (LEC) Race, Gender, Sexuality in Transatlantic Literature to 1830",FA 2020,3,Online,"Orr,Ittai"
AMCULT,313,Cuba and its Diaspora,Section 001 (LEC) Issues in Race & Ethnicity,FA 2020,3,Person,"Behar,Ruth"
AMCULT,322,Intermediate Ojibwe I,Section 001 (REC),FA 2020,3,Online,"Pitawanakwat,Alphonse Henry"
AMCULT,341,Rise of the Corporation,Section 001 (LEC),FA 2020,3,Online,"Hancock,David J"
AMCULT,346,Media Matter: From Print to Screen Culture,Section 001 (SEM),FA 2020,3,Online,"Whitney,Tyler"
AMCULT,358,Topics in Digital Studies,"Section 003 (LEC) Hashtag Activism: Politics, Protests, and the Digital",FA 2020,3,Hybrid,"Anderson,Sigrid Michelle"
AMCULT,358,Topics in Digital Studies,"Section 005 (LEC) Deception, Manipulation, and Privacy in the Digital Age",FA 2020,3,Online,"Bushner,Anthony James"
AMCULT,367,American Indian History,Section 001 (LEC),FA 2020,3,Online,"Witgen,Michael"
AMCULT,372,Hula - Creative Practice,Section 001 (LEC),FA 2020,3,Hybrid,"Stillman,Amy K"
AMCULT,383,Junior Honors Reading and Thesis,Section 001 (IND),FA 2020,3,Person,
AMCULT,388,Field Study,Section 001 (IND),FA 2020,4,Person,
AMCULT,404,Latinas/os in the U. S.: Social Problems and Social Issues,Section 001 (SEM),FA 2020,3,Hybrid,"Pedraza,Silvia"
AMCULT,405,Topics in American Culture,Section 003 (LEC) Film Noir,FA 2020,3,Online,"Solomon,Matthew P"
AMCULT,420,Latin American & Latino/a Film Studies,Section 004 (REC) Cine Latinoamericano: Desplazamientos Y Movimientos Sociales,FA 2020,3,Online,"Herrero-Olaizola,Alejandro"
AMCULT,433,Made in Detroit: A History of Art and Culture in the Motor City,Section 001 (SEM),FA 2020,3,Person,"Zurier,Rebecca"
AMCULT,493,Honors Readings and Thesis,Section 001 (IND),FA 2020,3,Person,
AMCULT,498,Capstone Seminar in American Culture,Section 004 (SEM) The Fall and Rise of American Empire,FA 2020,4,Online,"Gunning,Sandra R"
ANATOMY,303,Introduction to Human Anatomy (online),Section 001 (LEC),FA 2020,credit).,Online,"Sullivan,Kelli A Instructor: Fox,Glenn Instructor: Alsup,Barbara Kathleen"
ANATOMY,403,Human Anatomy:  Structure and Function,Section 001 (LEC),FA 2020,credit).,Online,"Sullivan,Kelli A Instructor: Fox,Glenn Instructor: Brzezinski,David William Instructor: Alsup,Barbara Kathleen"
ANTHRARC,181,Past Meets Present: Discovering Archaeology,Section 001 (LEC),FA 2020,4,Online,"Beck,Robin Andrew"
ANTHRARC,285,Frauds and Fantastic Claims in Archaeology,Section 001 (LEC),FA 2020,4,Online,"Young,Lisa C"
ANTHRARC,296,Topics in Archaeology,Section 002 (LEC) Local Food Producers,FA 2020,3,Hybrid,"Young,Lisa C"
ANTHRARC,385,The Archaeology of Early Humans,Section 001 (LEC),FA 2020,3,Online,"Stewart,Brian A"
ANTHRARC,494,Introduction to Analytical Methods in Archaeology,Section 001 (SEM),FA 2020,3,Person,"O'Shea,John M"
ANTHRARC,499,Undergraduate Reading and Research in Anthropology,Section 001 (IND),FA 2020,3,Person,
ANTHRARC,282,Window to the Past: Exploring Archaeology,Section 001 (LEC),FA 2020,4,Online,"Garvey,Raven"
ANTHRARC,296,Topics in Archaeology,"Section 001 (LEC) Ancient Technologies: Production, Use, and Evolution",FA 2020,3,Online,"Garvey,Raven"
ANTHRARC,296,Topics in Archaeology,Section 003 (LEC) Local Food Producers,FA 2020,3,Online,"Young,Lisa C"
ANTHRARC,388,Gender and Archaeology,"Section 001 (LEC) Sex, Power and the Past",FA 2020,3,Online,"Semerari,Giulia Saltini"
ANTHRARC,494,Introduction to Analytical Methods in Archaeology,Section 002 (SEM),FA 2020,3,Online,"O'Shea,John M"
ANTHRBIO,167,"Evolution, Environment, and Global Health",Section 001 (LEC),FA 2020,4,Online,"Strassmann,Beverly I"
ANTHRBIO,365,Human Evolution,Section 001 (LEC),FA 2020,4,Online,"Wolpoff,Milford H; homepage"
ANTHRBIO,370,U.G. Reading and Research in Anthropology,Section 001 (IND),FA 2020,3,Person,
ANTHRBIO,373,Humans and Environmental Change,Section 001 (LEC),FA 2020,3,Person,"Kingston,John"
ANTHRBIO,398,Honors in Biological and Evolutionary Anthropology,Section 001 (IND),FA 2020,3,Person,
ANTHRBIO,463,Statistical Modeling and Data Visualization in R,Section 001 (LEC),FA 2020,4,Online,"Marshall,Andrew John"
ANTHRBIO,471,Research in Biological Anthropology,Section 001 (LAB),FA 2020,4,Hybrid,"Rosenbaum,Stacy"
ANTHRBIO,476,Evolution of the Human Diet,Section 001 (LEC),FA 2020,3,Person,"Kingston,John"
ANTHRBIO,201,How Humans Evolved,Section 001 (LEC),FA 2020,4,Online,"Rosenbaum,Stacy"
ANTHRBIO,368,Primate Behavior,Section 001 (LEC),FA 2020,4,Online,"Beehner,Jacinta Catherine"
ANTHRBIO,371,Techniques in Biological Anthropology,Section 001 (LAB),FA 2020,3,Person,"Wolpoff,Milford H; homepage"
ANTHRBIO,373,Humans and Environmental Change,Section 002 (LEC),FA 2020,3,Online,"Kingston,John"
ANTHRBIO,462,Human Growth and Development Across the Life Cycle,Section 001 (LEC),FA 2020,4,Online,"Devlin, Maureen J"
ANTHRBIO,469,Topics in Biological Anthropology,Section 001 (LEC) Behavioral Biology of Women,FA 2020,3,Online,"Strassmann,Beverly I"
ANTHRBIO,471,Research in Biological Anthropology,Section 002 (LAB),FA 2020,4,Online,"Rosenbaum,Stacy"
ANTHRBIO,476,Evolution of the Human Diet,Section 002 (LEC),FA 2020,3,Online,"Kingston,John"
ANTHRCUL,101,Introduction to Anthropology,Section 001 (LEC),FA 2020,4,Online,"Stuckey, Leigh"
ANTHRCUL,158,First Year Seminar in Anthropology,Section 001 (SEM) Native Andeans today,FA 2020,3,Online,"Mannheim,Bruce"
ANTHRCUL,254,The Anthropology of Food,Section 001 (LEC),FA 2020,4,Online,"McGovern,Michael"
ANTHRCUL,314,Cuba and its Diaspora,Section 001 (LEC) Issues in Race & Ethnicity,FA 2020,3,Online,"Behar,Ruth"
ANTHRCUL,325,Childbirth & Culture,Section 001 (LEC),FA 2020,4,Online,"Stuckey, Leigh"
ANTHRCUL,330,"Culture, Thought, and Meaning",Section 001 (LEC),FA 2020,4,Online,"Mueggler,Erik A"
ANTHRCUL,341,The Globalization of Biomedicine,Section 001 (LEC),FA 2020,4,Online,"Stonington,Scott"
ANTHRCUL,348,Anthropology of Islam,Section 001 (SEM),FA 2020,3,Online,"Moll,Yasmin"
ANTHRCUL,356,Topics in Sociocultural Anthropology,Section 001 (LEC) Filming the Future of Detroit,FA 2020,3,Person,"Partridge,Damani James"
ANTHRCUL,357,Seminar in Sociocultural Anthropology,Section 002 (SEM) Covid-19 Futures,FA 2020,3,Person,"Kirsch, Stuart"
ANTHRCUL,374,Language and Culture,Section 001 (LEC),FA 2020,4,Online,"Keane, Webb"
ANTHRCUL,450,"Anthropologies of Insurgency: Bandits, Rebels and Freedom Fighters",Section 001 (SEM),FA 2020,3,Online,"McGovern,Michael"
ANTHRCUL,458,Topics in Sociocultural and Linguistic Anthropology,Section 004 (SEM) Body Talk,FA 2020,3,Online,"Lempert,Michael Paul"
ANTHRCUL,461,"Language, Culture, and Society in Native North America",Section 001 (SEM),FA 2020,3,Hybrid,"Meek,Barbra A"
ANTHRCUL,499,Undergraduate Reading and Research in Anthropology,Section 001 (IND),FA 2020,3,Person,
ANTHRCUL,519,Principles and Methods of Historical Linguistics,Section 002 (LEC),FA 2020,3,Online,"Thomason,Sarah Grey"
ANTHRCUL,101,Introduction to Anthropology,Section 002 (LEC),FA 2020,4,Online,"Peters-Golden,Holly"
ANTHRCUL,222,The Comparative Study of Cultures,Section 001 (LEC),FA 2020,4,Hybrid,"Askew,Kelly M"
ANTHRCUL,299,Topics in Linguistic Anthropology,Section 001 (LEC) Animal-Human Communication,FA 2020,3,Online,"Lemon,Alaina M"
ANTHRCUL,319,Latin American Society and Culture,Section 001 (LEC) Issues in Race & Ethnicity,FA 2020,3,Online,"Frye,David L"
ANTHRCUL,328,Globalizing Consumer Cultures,Section 001 (LEC),FA 2020,3,Online,"Fehervary,Krisztina E"
ANTHRCUL,333,"Non-Western Legal Systems, I",Section 001 (LEC),FA 2020,3,Person,"Owusu,Maxwell K"
ANTHRCUL,346,Latin America: The Colonial Period,Section 001 (LEC) Issues in Race & Ethnicity,FA 2020,4,Online,"Mills,Kenneth"
ANTHRCUL,352,Anthropology of the Body,Section 001 (LEC),FA 2020,3,Person,"Fehervary,Krisztina E"
ANTHRCUL,357,Seminar in Sociocultural Anthropology,Section 001 (SEM) Confronting Inequality,FA 2020,3,Online,"Frye,David L"
ANTHRCUL,357,Seminar in Sociocultural Anthropology,Section 003 (SEM) Covid-19 Futures,FA 2020,3,Online,"Kirsch, Stuart"
ANTHRCUL,414,"Introduction to Caribbean Societies and Cultures, I",Section 001 (LEC),FA 2020,3,Person,"Owusu,Maxwell K"
ANTHRCUL,458,Topics in Sociocultural and Linguistic Anthropology,Section 003 (SEM) Ethnographic Film-making,FA 2020,3,Online,"Lemon,Alaina M"
ANTHRCUL,458,Topics in Sociocultural and Linguistic Anthropology,Section 005 (SEM) What is Marriage? Histories and Structures of Marital Institutions,FA 2020,3,Online,"Rubin,Gayle S"
ANTHRCUL,497,Honors in Sociocultural and Linguistic Anthropology,Section 001 (SEM),FA 2020,3,Person,
ANTHRCUL,519,Principles and Methods of Historical Linguistics,Section 001 (LEC),FA 2020,3,Hybrid,"Thomason,Sarah Grey"
APPPHYS,530,Electromagnetic Theory I,Section 001 (LEC),FA 2020,3,Person,"Sarabandi,Kamal"
APPPHYS,540,Applied Quantum Mechanics,Section 901 (LEC),FA 2020,3,Person,"Kira, Mackillo"
ARABAM,204,Themes in Arab American Studies,Section 001 (LEC) Law and Border,FA 2020,3,Person,"Kawar,Leila C"
ARABAM,216,Introduction to American Muslims,Section 001 (LEC),FA 2020,3,Online,"Khalil,Nancy"
ARABAM,311,Arab American Studies and the Humanities,Section 002 (LEC) Contemporary Film of Islamic World,FA 2020,3,Online,"Crasnow,Sascha M"
ARABAM,389,Reading Course in Arab and Muslim American Studies,Section 001 (IND),FA 2020,4,Person,
ARABAM,215,Introduction to Arab-American Studies,Section 001 (LEC),FA 2020,4,Online,"Stiffler,Matthew William"
ARABAM,311,Arab American Studies and the Humanities,Section 001 (LEC) Contemporary Muslim Literature,FA 2020,3,Online,"Khan,Aliyah R"
ARABAM,384,Islamophobia,Section 001 (LEC) Not a Phobia: Racializing Islam & Anti-Muslim Bias,FA 2020,3,Online,"Khalil,Nancy"
ARABAM,390,Internship in Arab and Muslim American Studies,Section 001 (IND),FA 2020,4,Person,
ARABIC,101,Elementary Arabic I,Section 001 (REC),FA 2020,5,Hybrid,
ARABIC,101,Elementary Arabic I,Section 003 (REC),FA 2020,5,Hybrid,"Hannouchi,Said"
ARABIC,101,Elementary Arabic I,Section 005 (REC),FA 2020,5,Online,
ARABIC,201,Intermediate Arabic I,Section 002 (REC),FA 2020,5,Hybrid,"Hannouchi,Said"
ARABIC,201,Intermediate Arabic I,Section 004 (REC),FA 2020,5,Online,
ARABIC,401,Advanced Arabic I,Section 002 (REC),FA 2020,5,Online,"Mohamed,Amina A"
ARABIC,501,Advanced Arabic Conversation and Composition,Section 001 (REC),FA 2020,3,Online,"Alsayegh,Wijdan"
ARABIC,101,Elementary Arabic I,Section 002 (REC),FA 2020,5,Online,"Beebani,Tara Mona"
ARABIC,101,Elementary Arabic I,Section 004 (REC),FA 2020,5,Online,"Beebani,Tara Mona"
ARABIC,201,Intermediate Arabic I,Section 001 (REC),FA 2020,5,Online,"Mohamed,Amina A"
ARABIC,201,Intermediate Arabic I,Section 003 (REC),FA 2020,5,Online,"Reading,Liana Danielle"
ARABIC,401,Advanced Arabic I,Section 001 (REC),FA 2020,5,Online,"Alsayegh,Wijdan"
ARABIC,499,Independent Study in Arabic,Section 001 (IND),FA 2020,4,Person,
ARABIC,503,Classical Arabic Grammar,Section 001 (REC),FA 2020,3,Online,"Alhawary,Mohammad"
ARCH,201,Basic Drawing,Section 001 (LAB),FA 2020,credit).,Hybrid,"Harris,A Melissa"
ARCH,202,Graphic Commun,Section 001 (LAB),FA 2020,credit).,Hybrid,
ARCH,202,Graphic Commun,Section 301 (LAB),FA 2020,credit).,Online,
ARCH,209,Special Topics in Architecture,Section 003 (LEC) Architecture and Incarceration,FA 2020,credit).,Person,"Zimmerman,Claire A"
ARCH,218,Visual Studies,Section 301 (LAB),FA 2020,credit).,Online,
ARCH,411,Becoming Digital,Section 001 (SEM),FA 2020,credit).,Online,"Abrons, Ellie"
ARCH,201,Basic Drawing,Section 301 (LAB),FA 2020,credit).,Online,"Harris,A Melissa"
ARCH,202,Graphic Commun,Section 002 (LAB),FA 2020,credit).,Hybrid,
ARCH,202,Graphic Commun,Section 302 (LAB),FA 2020,credit).,Online,
ARCH,218,Visual Studies,Section 001 (LAB),FA 2020,credit).,Hybrid,
ARCH,357,"Architecture, Sustainability and the City: Ideas, Forces and People Shaping the Built Environment",Section 001 (LEC),FA 2020,3,Online,
ARCH,423,Introduction to Urban and Environmental Planning,Section 001 (LEC),FA 2020,3,Online,"D'Anieri,Philip James"
ARMENIAN,101,Western Armenian I,Section 001 (REC),FA 2020,4,Online,"Pifer,Michael Bedrosian"
ARMENIAN,499,Independent Study in Armenian,Section 001 (IND),FA 2020,4,Online,
ARMENIAN,201,Intermediate Western Armenian I,Section 001 (REC),FA 2020,4,Online,"Pifer,Michael Bedrosian"
ARTDES,100,Drawing: Observation,Section 001 (LAB),FA 2020,credit).,Person,"Deva,Adrian A"
ARTDES,100,Drawing: Observation,Section 003 (LAB),FA 2020,credit).,Person,"Frelinghuysen,Jessica R"
ARTDES,100,Drawing: Observation,Section 005 (LAB),FA 2020,credit).,Person,"Frelinghuysen,Jessica R"
ARTDES,100,Drawing: Observation,Section 007 (LAB),FA 2020,credit).,Person,"Burgard,William C"
ARTDES,100,Drawing: Observation,Section 009 (LAB),FA 2020,credit).,Person,"Barry,Catherine"
ARTDES,100,Drawing: Observation,Section 011 (LAB),FA 2020,credit).,Person,"Cogswell Jr,James A"
ARTDES,120,Studio: 3D,Section 002 (LAB),FA 2020,credit).,Person,"Rodemer, Michael"
ARTDES,120,Studio: 3D,Section 004 (LAB),FA 2020,credit).,Person,"Tharp,Stephanie Munson"
ARTDES,120,Studio: 3D,Section 006 (LAB),FA 2020,credit).,Person,"Van Gent,Elona D"
ARTDES,120,Studio: 3D,Section 008 (LAB),FA 2020,credit).,Person,"Rodemer, Michael"
ARTDES,120,Studio: 3D,Section 010 (LAB),FA 2020,credit).,Person,"Van Gent,Elona D"
ARTDES,150,Art and Design in Context,Section 001 (LEC),FA 2020,credit).,Online,"Funkenstein,Susan Share"
ARTDES,172,Painting for Non-Majors,Section 001 (LAB),FA 2020,credit).,Hybrid,"Deva,Adrian A"
ARTDES,173,Digital Photography for Non-Majors,Section 001 (LAB),FA 2020,credit).,Online,"Steichmann,Lisa L"
ARTDES,174,Watercolor for Non-Majors,Section 001 (LAB),FA 2020,credit).,Hybrid,"VanVoorhis,Catherine L"
ARTDES,175,Life Drawing for Non-Majors,Section 001 (LAB),FA 2020,credit).,Person,"Venturelli,Nora Noemi"
ARTDES,176,Graphic Design for Non-Majors,Section 002 (LAB),FA 2020,credit).,Online,"McGowan, Michael F"
ARTDES,176,Graphic Design for Non-Majors,Section 004 (LAB),FA 2020,credit).,Online,"Edin,Jocelyn Wiedenhoeft"
ARTDES,181,Clay for non-Majors,Section 001 (LAB),FA 2020,credit).,Person,"Teague,Benjamin"
ARTDES,210,Typography,Section 001 (LAB),FA 2020,credit).,Online,"Greene,Jill"
ARTDES,210,Typography,Section 003 (LAB),FA 2020,credit).,Online,"Greene,Carl D"
ARTDES,310,Engagement Studio Topics,Section 001 (LAB) Campaign for Voting: Game On,FA 2020,credit).,Hybrid,"Rowden,Stephanie"
ARTDES,377,"Gender, Race, and Sexuality in Photography",Section 001 (LAB),FA 2020,credit).,Hybrid,"Jacobsen,Carol S"
ARTDES,399,Writing in Art and Design,Section 001 (REC),FA 2020,credit).,Online,"Metsker,Jennifer A"
ARTDES,100,Drawing: Observation,Section 002 (LAB),FA 2020,credit).,Person,"Frelinghuysen,Jessica R"
ARTDES,100,Drawing: Observation,Section 004 (LAB),FA 2020,credit).,Person,"Deva,Adrian A"
ARTDES,100,Drawing: Observation,Section 006 (LAB),FA 2020,credit).,Person,"Brienza,Joyce"
ARTDES,100,Drawing: Observation,Section 008 (LAB),FA 2020,credit).,Person,"Barry,Catherine"
ARTDES,100,Drawing: Observation,Section 010 (LAB),FA 2020,credit).,Person,"Burgard,William C"
ARTDES,120,Studio: 3D,Section 001 (LAB),FA 2020,credit).,Person,"Thompson,Andrew"
ARTDES,120,Studio: 3D,Section 003 (LAB),FA 2020,credit).,Person,"Porter,Marianetta"
ARTDES,120,Studio: 3D,Section 005 (LAB),FA 2020,credit).,Person,"Mondro,Anne Marie"
ARTDES,120,Studio: 3D,Section 007 (LAB),FA 2020,credit).,Person,"Mondro,Anne Marie"
